"text_code",category_id,"term",weight,frequency,score,"language","create_time"
"107-2_723U1450",8,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_723U1450",8,"金融",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U1450",9,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_723U1450",12,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_723U2200",8,"保險",1.0,23,23.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",8,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",9,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",12,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",16,"和平",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U4500",16,"治理",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U5730",7,"風",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_723U5730",8,"金融",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U5730",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_723U5730",16,"機構",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",3,"健康",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",6,"基礎設施",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",7,"風",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",8,"金融",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",9,"基礎設施",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",10,"健康",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",11,"基礎設施",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U6650",15,"種類",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",8,"經濟發展",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",9,"研究",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",9,"經濟發展",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_723U9580",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724D7200",8,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724D7200",9,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724D7200",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_724D7200",12,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724M0200",8,"文化",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724M0200",8,"金融",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724M0200",10,"文化",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",7,"風",2.0,8,16.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",8,"企業",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",8,"金融",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",9,"企業",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",10,"商業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",12,"企業",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",12,"商業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724U0800",16,"自由",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_724U9600",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_724U9600",8,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724U9600",8,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_724U9600",9,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724U9600",10,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_724U9600",12,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724U9700",8,"金融",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_724U9700",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724U9700",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_724U9700",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_724U9700",16,"機構",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_725M4210",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_725M4210",9,"技術",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-2_725M4210",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_725M4210",9,"運輸",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_725M4210",11,"運輸",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_725M4210",17,"通訊技術",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_725U3470",8,"社會",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-2_725U3470",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_725U3470",9,"社會",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-2_725U3470",10,"社會",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-2_725U3470",15,"保護",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_725U3470",16,"自由",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_725U3470",16,"言論自由",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_725U3470",16,"財產權",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_725U3550",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_725U3590",3,"WHO",5.0,2,10.0,"CH","2020-05-12 23:39:13"
"107-2_725U3590",3,"WHO",5.0,3,15.0,"CH","2020-05-12 23:39:13"
"107-2_741M5030",8,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741M5030",9,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741M5030",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741M5030",9,"運輸",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741M5030",11,"運輸",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741M5030",12,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741U3340",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_741U4920",1,"環境",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-2_741U4920",2,"環境",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_741U9060",2,"生產",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_741U9060",12,"生產",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741U9060",17,"科技創新",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",1,"資源",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",1,"福利",4.0,7,28.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",8,"工作",4.0,5,20.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",8,"企業",1.0,6,6.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",8,"員工福利",5.0,3,15.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",9,"企業",1.0,6,6.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",10,"公平",2.0,9,18.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",12,"企業",1.0,6,6.0,"CH","2020-05-12 23:39:13"
"107-2_741U9720",16,"公平",2.0,9,18.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",2,"浪費",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",6,"水",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",6,"浪費",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",11,"水",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",11,"浪費",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",12,"水",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_741U9750",12,"浪費",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_749M0150",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_749M0150",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_749M0840",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_749M0860",3,"WHO",5.0,3,15.0,"CH","2020-05-12 23:39:13"
"107-2_749M0860",3,"WHO",5.0,2,10.0,"CH","2020-05-12 23:39:13"
"107-2_749M1100",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_749M1100",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_749M1300",3,"WHO",5.0,2,10.0,"CH","2020-05-12 23:39:13"
"107-2_749M1320",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_749U0960",7,"風",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_749U0960",8,"金融",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_749U0970",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_749U0980",8,"金融",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_749U0980",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_751M0150",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_751M0150",10,"商業",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-2_751M0150",12,"商業",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-2_80120000",3,"死亡",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80120000",3,"疾病",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80120000",3,"健康",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80120000",3,"傳染病",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80120000",6,"衛生",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_80120000",9,"研究",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-2_80120000",9,"衛生",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_80120000",10,"健康",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80121410",3,"傳染病",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80121410",3,"醫學研究",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80121410",9,"研究",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-2_80121410",3,"牙醫",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80121410",3,"傳染病",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80121410",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",3,"健康",2.0,12,24.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",4,"教育",3.0,8,24.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",4,"學校",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",6,"衛生",2.0,8,16.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",9,"衛生",3.0,8,24.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",10,"健康",1.0,12,12.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",10,"教育",1.0,8,8.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",11,"社區",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80123100",16,"教育",2.0,8,16.0,"CH","2020-05-12 23:39:13"
"107-2_80132100",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_80132100",3,"疾病",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80132100",3,"傳染病",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80132100",6,"衛生",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80132100",9,"研究",2.0,7,14.0,"CH","2020-05-12 23:39:13"
"107-2_80132100",9,"衛生",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80132410",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80132410",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80132410",3,"疾病",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80132410",6,"衛生",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80132410",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80132410",9,"研究",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-2_80132410",9,"衛生",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",1,"社會保障",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",1,"福利",4.0,5,20.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",6,"衛生",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",8,"社會",1.0,16,16.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",8,"保險",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",9,"社會",2.0,16,32.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",9,"衛生",3.0,5,15.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",10,"社會",1.0,16,16.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",10,"社會保障",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",10,"社會福利",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80132500",16,"基本權利",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",1,"資源",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",3,"全民健康",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",3,"健康",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",3,"傳染病",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",5,"人權",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",6,"衛生",2.0,15,30.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",8,"社會",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",8,"保險",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",9,"技術",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",9,"技術創新",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",9,"社會",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",9,"衛生",3.0,15,45.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",10,"人權",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",10,"社會",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",10,"健康",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",16,"人權",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",16,"正義",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",16,"治理",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80133300",16,"財產權",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80133900",3,"健康",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80133900",6,"衛生",2.0,14,28.0,"CH","2020-05-12 23:39:13"
"107-2_80133900",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80133900",9,"衛生",3.0,14,42.0,"CH","2020-05-12 23:39:13"
"107-2_80133900",10,"健康",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80133900",11,"人口",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-2_80133900",11,"社區",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_80134000",3,"疾病",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_80134000",3,"健康",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80134000",10,"健康",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80135150",6,"水",4.0,4,16.0,"CH","2020-05-12 23:39:13"
"107-2_80135150",6,"廢水",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_80135150",11,"水",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-2_80135150",12,"水",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-2_80135150",15,"樹",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80135300",1,"環境",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-2_80135300",2,"環境",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_80135300",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",2,"生產",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",3,"健康",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",6,"衛生",2.0,9,18.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",8,"工作",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",8,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",8,"金融",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",9,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",9,"衛生",3.0,9,27.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",10,"健康",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",12,"生產",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-2_80136420",12,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_80140300",16,"機構",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_01",6,"衛生",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_01",7,"風",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_01",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_01",9,"衛生",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_02",6,"衛生",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_02",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_02",9,"衛生",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_04",6,"衛生",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_04",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_04",9,"衛生",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_05",6,"衛生",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_05",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_05",9,"衛生",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_06",6,"衛生",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_06",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_80140700_06",9,"衛生",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_80143000",3,"健康",2.0,14,28.0,"CH","2020-05-12 23:39:13"
"107-2_80143000",6,"衛生",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_80143000",8,"社會",1.0,8,8.0,"CH","2020-05-12 23:39:13"
"107-2_80143000",9,"社會",2.0,8,16.0,"CH","2020-05-12 23:39:13"
"107-2_80143000",9,"衛生",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_80143000",10,"社會",1.0,8,8.0,"CH","2020-05-12 23:39:13"
"107-2_80143000",10,"健康",1.0,14,14.0,"CH","2020-05-12 23:39:13"
"107-2_80143000",11,"社區",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_841D0710",6,"衛生",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841D0710",8,"工業衛生",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_841D0710",8,"職業醫學",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_841D0710",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_841D0710",9,"衛生",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_841D0720",6,"衛生",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_841D0720",8,"工業衛生",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-2_841D0720",8,"職業醫學",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-2_841D0720",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_841D0720",9,"衛生",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_841M1092",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1092",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_841M1092",6,"衛生",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_841M1092",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1092",9,"衛生",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_841M1092",15,"保護",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_841M1122",1,"環境",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-2_841M1122",2,"環境",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1122",6,"衛生",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1122",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_841M1122",9,"衛生",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_841M1580",1,"環境",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-2_841M1580",2,"環境",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1580",8,"職業醫學",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_841M1670",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1670",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_841M1670",3,"健康",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_841M1670",10,"健康",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-2_841M1690",3,"吸毒",5.0,3,15.0,"CH","2020-05-12 23:39:13"
"107-2_841M1690",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1700",6,"衛生",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1700",8,"工業衛生",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_841M1700",8,"職業醫學",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_841M1700",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_841M1700",9,"衛生",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_841M1710",6,"衛生",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1710",8,"工業衛生",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_841M1710",8,"職業醫學",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_841M1710",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_841M1710",9,"衛生",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",1,"環境",4.0,12,48.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",2,"環境",2.0,12,24.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",3,"空氣污染",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",3,"疾病",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",6,"污染",3.0,3,9.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",8,"工作",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",8,"職業醫學",8.0,2,16.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",9,"研究",2.0,13,26.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",11,"污染",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",11,"空氣污染",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",12,"空氣污染",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_841M1880",13,"污染",5.0,3,15.0,"CH","2020-05-12 23:39:13"
"107-2_841U0090",1,"環境",4.0,5,20.0,"CH","2020-05-12 23:39:13"
"107-2_841U0090",2,"食品安全",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-2_841U0090",2,"環境",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-2_841U0090",3,"健康",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-2_841U0090",3,"傳染病",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_841U0090",6,"水",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-2_841U0090",8,"職業暴露",7.0,2,14.0,"CH","2020-05-12 23:39:13"
"107-2_841U0090",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
